"Area","Year","Period","Period Value","Unemployment Rate","Adjusted","Preliminary","Benchmark"
"Rusk County","2015","May","201505","5.10","0","0","2021"
"Rusk County","2015","April","201504","5.20","0","0","2021"
"Rusk County","2015","March","201503","6.40","0","0","2021"
"Rusk County","2015","February","201502","6.80","0","0","2021"
"Rusk County","2015","January","201501","6.70","0","0","2021"
"Rusk County","2014","December","201412","6","0","0","2021"
"Rusk County","2014","November","201411","5.20","0","0","2021"
"Rusk County","2014","October","201410","4.60","0","0","2021"
"Rusk County","2014","September","201409","4.90","0","0","2021"
"Rusk County","2014","August","201408","5.50","0","0","2021"
"Rusk County","2014","July","201407","5.90","0","0","2021"
"Rusk County","2014","June","201406","6.60","0","0","2021"
"Rusk County","2014","May","201405","6.30","0","0","2021"
"Rusk County","2014","April","201404","7.20","0","0","2021"
"Rusk County","2014","March","201403","8.50","0","0","2021"
"Rusk County","2014","February","201402","8.60","0","0","2021"
"Rusk County","2014","January","201401","8","0","0","2021"
"Rusk County","2013","December","201312","8.30","0","0","2021"
"Rusk County","2013","November","201311","7.40","0","0","2021"
"Rusk County","2013","October","201310","7.10","0","0","2021"
"Rusk County","2013","September","201309","7","0","0","2021"
"Rusk County","2013","August","201308","7.10","0","0","2021"
"Rusk County","2013","July","201307","7.70","0","0","2021"
"Rusk County","2013","June","201306","8.60","0","0","2021"
"Rusk County","2013","May","201305","8.20","0","0","2021"
"Rusk County","2013","April","201304","9.30","0","0","2021"
"Rusk County","2013","March","201303","10.80","0","0","2021"
"Rusk County","2013","February","201302","10.10","0","0","2021"
"Rusk County","2013","January","201301","10.10","0","0","2021"
"Rusk County","2012","December","201212","8.80","0","0","2021"
"Rusk County","2012","November","201211","7.90","0","0","2021"
"Rusk County","2012","October","201210","7.30","0","0","2021"
"Rusk County","2012","September","201209","7.50","0","0","2021"
"Rusk County","2012","August","201208","8.10","0","0","2021"
"Rusk County","2012","July","201207","8.60","0","0","2021"
"Rusk County","2012","June","201206","9","0","0","2021"
"Rusk County","2012","May","201205","8.60","0","0","2021"
"Rusk County","2012","April","201204","8.90","0","0","2021"
"Rusk County","2012","March","201203","10.50","0","0","2021"
"Rusk County","2012","February","201202","11.30","0","0","2021"
"Rusk County","2012","January","201201","10.30","0","0","2021"
"Rusk County","2011","December","201112","9.60","0","0","2021"
"Rusk County","2011","November","201111","9.10","0","0","2021"
"Rusk County","2011","October","201110","8.70","0","0","2021"
"Rusk County","2011","September","201109","9.40","0","0","2021"
"Rusk County","2011","August","201108","9.80","0","0","2021"
"Rusk County","2011","July","201107","10.30","0","0","2021"
"Rusk County","2011","June","201106","11","0","0","2021"
"Rusk County","2011","May","201105","10.50","0","0","2021"
"Rusk County","2011","April","201104","11.50","0","0","2021"
"Rusk County","2011","March","201103","13.10","0","0","2021"
"Rusk County","2011","February","201102","13.70","0","0","2021"
"Rusk County","2011","January","201101","12.30","0","0","2021"
"Rusk County","2010","December","201012","10.90","0","0","2021"
"Rusk County","2010","November","201011","10.30","0","0","2021"
"Rusk County","2010","October","201010","9.60","0","0","2021"
"Rusk County","2010","September","201009","9.80","0","0","2021"
"Rusk County","2010","August","201008","10.80","0","0","2021"
"Rusk County","2010","July","201007","10.90","0","0","2021"
"Rusk County","2010","June","201006","11.80","0","0","2021"
"Rusk County","2010","May","201005","11.50","0","0","2021"
"Rusk County","2010","April","201004","12.80","0","0","2021"
"Rusk County","2010","March","201003","15.50","0","0","2021"
"Rusk County","2010","February","201002","15.40","0","0","2021"
"Rusk County","2010","January","201001","15","0","0","2021"
"St. Croix County","2022","July","202207","2.90","0","1","2021"
"St. Croix County","2022","June","202206","3.10","0","0","2021"
"St. Croix County","2022","May","202205","2.50","0","0","2021"
"St. Croix County","2022","April","202204","3","0","0","2021"
"St. Croix County","2022","March","202203","3.50","0","0","2021"
"St. Croix County","2022","February","202202","3.40","0","0","2021"
"St. Croix County","2022","January","202201","3.30","0","0","2021"
"St. Croix County","2021","December","202112","2.20","0","0","2021"
"St. Croix County","2021","November","202111","2.10","0","0","2021"
"St. Croix County","2021","October","202110","2.30","0","0","2021"
"St. Croix County","2021","September","202109","2.60","0","0","2021"
"St. Croix County","2021","August","202108","3","0","0","2021"
"St. Croix County","2021","July","202107","3.10","0","0","2021"
"St. Croix County","2021","June","202106","3.80","0","0","2021"
"St. Croix County","2021","May","202105","3.40","0","0","2021"
"St. Croix County","2021","April","202104","3.80","0","0","2021"
"St. Croix County","2021","March","202103","4.50","0","0","2021"
"St. Croix County","2021","February","202102","5.10","0","0","2021"
"St. Croix County","2021","January","202101","4.50","0","0","2021"
"St. Croix County","2020","December","202012","4.70","0","0","2021"
"St. Croix County","2020","November","202011","4.20","0","0","2021"
"St. Croix County","2020","October","202010","4.10","0","0","2021"
"St. Croix County","2020","September","202009","5.50","0","0","2021"
"St. Croix County","2020","August","202008","6.30","0","0","2021"
"St. Croix County","2020","July","202007","8.60","0","0","2021"
"St. Croix County","2020","June","202006","9.70","0","0","2021"
"St. Croix County","2020","May","202005","12.30","0","0","2021"
"St. Croix County","2020","April","202004","16.90","0","0","2021"
"St. Croix County","2020","March","202003","4.50","0","0","2021"
"St. Croix County","2020","February","202002","3.90","0","0","2021"
"St. Croix County","2020","January","202001","3.70","0","0","2021"
"St. Croix County","2019","December","201912","3.10","0","0","2021"
"St. Croix County","2019","November","201911","2.80","0","0","2021"
"St. Croix County","2019","October","201910","2.60","0","0","2021"
"St. Croix County","2019","September","201909","2.70","0","0","2021"
"St. Croix County","2019","August","201908","2.90","0","0","2021"
"St. Croix County","2019","July","201907","3","0","0","2021"
"St. Croix County","2019","June","201906","3.40","0","0","2021"
"St. Croix County","2019","May","201905","2.90","0","0","2021"
"St. Croix County","2019","April","201904","3.30","0","0","2021"
"St. Croix County","2019","March","201903","3.80","0","0","2021"
"St. Croix County","2019","February","201902","3.90","0","0","2021"
"St. Croix County","2019","January","201901","3.80","0","0","2021"
"St. Croix County","2018","December","201812","2.90","0","0","2021"
"St. Croix County","2018","November","201811","2.60","0","0","2021"
"St. Croix County","2018","October","201810","2.50","0","0","2021"
"St. Croix County","2018","September","201809","2.50","0","0","2021"
"St. Croix County","2018","August","201808","2.90","0","0","2021"
"St. Croix County","2018","July","201807","3","0","0","2021"
"St. Croix County","2018","June","201806","3.40","0","0","2021"
"St. Croix County","2018","May","201805","2.70","0","0","2021"
"St. Croix County","2018","April","201804","3","0","0","2021"
"St. Croix County","2018","March","201803","3.40","0","0","2021"
"St. Croix County","2018","February","201802","3.80","0","0","2021"
"St. Croix County","2018","January","201801","3.30","0","0","2021"
"St. Croix County","2017","December","201712","2.80","0","0","2021"
"St. Croix County","2017","November","201711","2.70","0","0","2021"
"St. Croix County","2017","October","201710","2.50","0","0","2021"
"St. Croix County","2017","September","201709","2.70","0","0","2021"
"St. Croix County","2017","August","201708","2.90","0","0","2021"
"St. Croix County","2017","July","201707","2.90","0","0","2021"
"St. Croix County","2017","June","201706","3.30","0","0","2021"
"St. Croix County","2017","May","201705","2.80","0","0","2021"
"St. Croix County","2017","April","201704","2.90","0","0","2021"
"St. Croix County","2017","March","201703","3.60","0","0","2021"
"St. Croix County","2017","February","201702","4.10","0","0","2021"
"St. Croix County","2017","January","201701","4","0","0","2021"
"St. Croix County","2016","December","201612","3.40","0","0","2021"
"St. Croix County","2016","November","201611","3.10","0","0","2021"
"St. Croix County","2016","October","201610","3.20","0","0","2021"
"St. Croix County","2016","September","201609","3.20","0","0","2021"
"St. Croix County","2016","August","201608","3.40","0","0","2021"
"St. Croix County","2016","July","201607","3.50","0","0","2021"
"St. Croix County","2016","June","201606","3.90","0","0","2021"
"St. Croix County","2016","May","201605","3.40","0","0","2021"
"St. Croix County","2016","April","201604","3.60","0","0","2021"
"St. Croix County","2016","March","201603","4.40","0","0","2021"
"St. Croix County","2016","February","201602","4.60","0","0","2021"
"St. Croix County","2016","January","201601","4.30","0","0","2021"
"St. Croix County","2015","December","201512","3.70","0","0","2021"
"St. Croix County","2015","November","201511","3.40","0","0","2021"
"St. Croix County","2015","October","201510","3.10","0","0","2021"
"St. Croix County","2015","September","201509","3.20","0","0","2021"
"St. Croix County","2015","August","201508","3.30","0","0","2021"
"St. Croix County","2015","July","201507","3.60","0","0","2021"
"St. Croix County","2015","June","201506","3.90","0","0","2021"
"St. Croix County","2015","May","201505","3.70","0","0","2021"
"St. Croix County","2015","April","201504","3.50","0","0","2021"
"St. Croix County","2015","March","201503","4.40","0","0","2021"
"St. Croix County","2015","February","201502","4.70","0","0","2021"
"St. Croix County","2015","January","201501","4.50","0","0","2021"
"St. Croix County","2014","December","201412","3.80","0","0","2021"
"St. Croix County","2014","November","201411","3.70","0","0","2021"
"St. Croix County","2014","October","201410","3.40","0","0","2021"
"St. Croix County","2014","September","201409","3.60","0","0","2021"
"St. Croix County","2014","August","201408","4","0","0","2021"
"St. Croix County","2014","July","201407","4.30","0","0","2021"
"St. Croix County","2014","June","201406","4.50","0","0","2021"
"St. Croix County","2014","May","201405","4.20","0","0","2021"
"St. Croix County","2014","April","201404","4.60","0","0","2021"
"St. Croix County","2014","March","201403","5.70","0","0","2021"
"St. Croix County","2014","February","201402","5.80","0","0","2021"
"St. Croix County","2014","January","201401","5.20","0","0","2021"
"St. Croix County","2013","December","201312","4.70","0","0","2021"
"St. Croix County","2013","November","201311","4.50","0","0","2021"
"St. Croix County","2013","October","201310","4.40","0","0","2021"
"St. Croix County","2013","September","201309","4.50","0","0","2021"
"St. Croix County","2013","August","201308","4.90","0","0","2021"
"St. Croix County","2013","July","201307","5.20","0","0","2021"
"St. Croix County","2013","June","201306","5.50","0","0","2021"
"St. Croix County","2013","May","201305","5.20","0","0","2021"
"St. Croix County","2013","April","201304","5.70","0","0","2021"
"St. Croix County","2013","March","201303","6.30","0","0","2021"
"St. Croix County","2013","February","201302","6.70","0","0","2021"
"St. Croix County","2013","January","201301","6.40","0","0","2021"
"St. Croix County","2012","December","201212","5.40","0","0","2021"
"St. Croix County","2012","November","201211","4.80","0","0","2021"
"St. Croix County","2012","October","201210","4.60","0","0","2021"
"St. Croix County","2012","September","201209","4.80","0","0","2021"
"St. Croix County","2012","August","201208","5.50","0","0","2021"
"St. Croix County","2012","July","201207","5.80","0","0","2021"
"St. Croix County","2012","June","201206","6.10","0","0","2021"
"St. Croix County","2012","May","201205","5.40","0","0","2021"
"St. Croix County","2012","April","201204","5.60","0","0","2021"
"St. Croix County","2012","March","201203","6.50","0","0","2021"
"St. Croix County","2012","February","201202","6.90","0","0","2021"
"St. Croix County","2012","January","201201","6.50","0","0","2021"
"St. Croix County","2011","December","201112","5.40","0","0","2021"
"St. Croix County","2011","November","201111","5.10","0","0","2021"
"St. Croix County","2011","October","201110","5.20","0","0","2021"
"St. Croix County","2011","September","201109","5.40","0","0","2021"
"St. Croix County","2011","August","201108","5.80","0","0","2021"
"St. Croix County","2011","July","201107","6.50","0","0","2021"
"St. Croix County","2011","June","201106","6.60","0","0","2021"
"St. Croix County","2011","May","201105","6","0","0","2021"
"St. Croix County","2011","April","201104","6.50","0","0","2021"
"St. Croix County","2011","March","201103","7.40","0","0","2021"
"St. Croix County","2011","February","201102","7.60","0","0","2021"
"St. Croix County","2011","January","201101","7.30","0","0","2021"
"St. Croix County","2010","December","201012","6.50","0","0","2021"
"St. Croix County","2010","November","201011","6.30","0","0","2021"
"St. Croix County","2010","October","201010","6.10","0","0","2021"
"St. Croix County","2010","September","201009","6.10","0","0","2021"
"St. Croix County","2010","August","201008","6.70","0","0","2021"
"St. Croix County","2010","July","201007","6.90","0","0","2021"
"St. Croix County","2010","June","201006","7.30","0","0","2021"
"St. Croix County","2010","May","201005","7.20","0","0","2021"
"St. Croix County","2010","April","201004","8.10","0","0","2021"
"St. Croix County","2010","March","201003","9.70","0","0","2021"
"St. Croix County","2010","February","201002","9.70","0","0","2021"
"St. Croix County","2010","January","201001","9.20","0","0","2021"
"Sauk County","2022","July","202207","3","0","1","2021"
"Sauk County","2022","June","202206","3.30","0","0","2021"
"Sauk County","2022","May","202205","2.90","0","0","2021"
"Sauk County","2022","April","202204","3.20","0","0","2021"
"Sauk County","2022","March","202203","3.50","0","0","2021"
"Sauk County","2022","February","202202","3.60","0","0","2021"
"Sauk County","2022","January","202201","3.30","0","0","2021"
"Sauk County","2021","December","202112","2.50","0","0","2021"
"Sauk County","2021","November","202111","2.60","0","0","2021"
"Sauk County","2021","October","202110","2.70","0","0","2021"
"Sauk County","2021","September","202109","3","0","0","2021"
"Sauk County","2021","August","202108","3.50","0","0","2021"
"Sauk County","2021","July","202107","3.70","0","0","2021"
"Sauk County","2021","June","202106","4.50","0","0","2021"
"Sauk County","2021","May","202105","4.50","0","0","2021"
"Sauk County","2021","April","202104","4.90","0","0","2021"
"Sauk County","2021","March","202103","5.60","0","0","2021"
"Sauk County","2021","February","202102","5.90","0","0","2021"
"Sauk County","2021","January","202101","5.40","0","0","2021"
"Sauk County","2020","December","202012","4.90","0","0","2021"
"Sauk County","2020","November","202011","4.80","0","0","2021"
"Sauk County","2020","October","202010","4.80","0","0","2021"
"Sauk County","2020","September","202009","5.50","0","0","2021"
"Sauk County","2020","August","202008","6.20","0","0","2021"
"Sauk County","2020","July","202007","7.90","0","0","2021"
"Sauk County","2020","June","202006","10.40","0","0","2021"
"Sauk County","2020","May","202005","14.90","0","0","2021"
"Sauk County","2020","April","202004","21","0","0","2021"
"Sauk County","2020","March","202003","3.70","0","0","2021"
"Sauk County","2020","February","202002","3.30","0","0","2021"
"Sauk County","2020","January","202001","3.30","0","0","2021"
"Sauk County","2019","December","201912","2.70","0","0","2021"
"Sauk County","2019","November","201911","2.50","0","0","2021"
"Sauk County","2019","October","201910","2.40","0","0","2021"
"Sauk County","2019","September","201909","2.40","0","0","2021"
"Sauk County","2019","August","201908","2.50","0","0","2021"
"Sauk County","2019","July","201907","2.80","0","0","2021"
"Sauk County","2019","June","201906","3.10","0","0","2021"
"Sauk County","2019","May","201905","2.70","0","0","2021"
"Sauk County","2019","April","201904","2.80","0","0","2021"
"Sauk County","2019","March","201903","3.20","0","0","2021"
"Sauk County","2019","February","201902","3.20","0","0","2021"
"Sauk County","2019","January","201901","3","0","0","2021"
"Sauk County","2018","December","201812","2.40","0","0","2021"
"Sauk County","2018","November","201811","2.20","0","0","2021"
"Sauk County","2018","October","201810","2.20","0","0","2021"
"Sauk County","2018","September","201809","2.10","0","0","2021"
"Sauk County","2018","August","201808","2.20","0","0","2021"
"Sauk County","2018","July","201807","2.30","0","0","2021"
"Sauk County","2018","June","201806","2.80","0","0","2021"
"Sauk County","2018","May","201805","2.40","0","0","2021"
"Sauk County","2018","April","201804","2.60","0","0","2021"
"Sauk County","2018","March","201803","3","0","0","2021"
"Sauk County","2018","February","201802","3.30","0","0","2021"
"Sauk County","2018","January","201801","2.80","0","0","2021"
"Sauk County","2017","December","201712","2.50","0","0","2021"
"Sauk County","2017","November","201711","2.50","0","0","2021"
"Sauk County","2017","October","201710","2.40","0","0","2021"
"Sauk County","2017","September","201709","2.50","0","0","2021"
"Sauk County","2017","August","201708","2.50","0","0","2021"
"Sauk County","2017","July","201707","2.60","0","0","2021"
"Sauk County","2017","June","201706","3","0","0","2021"
"Sauk County","2017","May","201705","2.70","0","0","2021"
"Sauk County","2017","April","201704","2.80","0","0","2021"
"Sauk County","2017","March","201703","3.40","0","0","2021"
"Sauk County","2017","February","201702","3.90","0","0","2021"
"Sauk County","2017","January","201701","3.70","0","0","2021"
"Sauk County","2016","December","201612","3.10","0","0","2021"
"Sauk County","2016","November","201611","3","0","0","2021"
"Sauk County","2016","October","201610","3","0","0","2021"
"Sauk County","2016","September","201609","3","0","0","2021"
"Sauk County","2016","August","201608","3.10","0","0","2021"
"Sauk County","2016","July","201607","3.10","0","0","2021"
"Sauk County","2016","June","201606","3.60","0","0","2021"
"Sauk County","2016","May","201605","3.20","0","0","2021"
"Sauk County","2016","April","201604","3.60","0","0","2021"
"Sauk County","2016","March","201603","4.40","0","0","2021"
"Sauk County","2016","February","201602","4.40","0","0","2021"
"Sauk County","2016","January","201601","4.10","0","0","2021"
"Sauk County","2015","December","201512","3.80","0","0","2021"
"Sauk County","2015","November","201511","3.60","0","0","2021"
"Sauk County","2015","October","201510","3.30","0","0","2021"
"Sauk County","2015","September","201509","3.30","0","0","2021"
"Sauk County","2015","August","201508","3.30","0","0","2021"
"Sauk County","2015","July","201507","3.60","0","0","2021"
"Sauk County","2015","June","201506","4.10","0","0","2021"
"Sauk County","2015","May","201505","4","0","0","2021"
"Sauk County","2015","April","201504","4","0","0","2021"
"Sauk County","2015","March","201503","4.90","0","0","2021"
"Sauk County","2015","February","201502","5.30","0","0","2021"
"Sauk County","2015","January","201501","5","0","0","2021"
"Sauk County","2014","December","201412","4.40","0","0","2021"
"Sauk County","2014","November","201411","4.10","0","0","2021"
"Sauk County","2014","October","201410","3.80","0","0","2021"
"Sauk County","2014","September","201409","3.90","0","0","2021"
"Sauk County","2014","August","201408","4.20","0","0","2021"
"Sauk County","2014","July","201407","4.50","0","0","2021"
"Sauk County","2014","June","201406","4.70","0","0","2021"
"Sauk County","2014","May","201405","4.70","0","0","2021"
"Sauk County","2014","April","201404","5.30","0","0","2021"
"Sauk County","2014","March","201403","6.50","0","0","2021"
"Sauk County","2014","February","201402","6.70","0","0","2021"
"Sauk County","2014","January","201401","6.20","0","0","2021"
"Sauk County","2013","December","201312","5.60","0","0","2021"
"Sauk County","2013","November","201311","5.60","0","0","2021"
"Sauk County","2013","October","201310","5.30","0","0","2021"
"Sauk County","2013","September","201309","5.10","0","0","2021"
"Sauk County","2013","August","201308","5.30","0","0","2021"
"Sauk County","2013","July","201307","5.60","0","0","2021"
"Sauk County","2013","June","201306","6.10","0","0","2021"
"Sauk County","2013","May","201305","5.80","0","0","2021"
"Sauk County","2013","April","201304","6.80","0","0","2021"
"Sauk County","2013","March","201303","7.40","0","0","2021"
"Sauk County","2013","February","201302","7.90","0","0","2021"
"Sauk County","2013","January","201301","7.80","0","0","2021"
"Sauk County","2012","December","201212","6.80","0","0","2021"
"Sauk County","2012","November","201211","6.10","0","0","2021"
"Sauk County","2012","October","201210","5.60","0","0","2021"
"Sauk County","2012","September","201209","5.60","0","0","2021"
"Sauk County","2012","August","201208","6","0","0","2021"
"Sauk County","2012","July","201207","6.30","0","0","2021"
"Sauk County","2012","June","201206","6.80","0","0","2021"
"Sauk County","2012","May","201205","6.70","0","0","2021"
"Sauk County","2012","April","201204","6.90","0","0","2021"
"Sauk County","2012","March","201203","8.10","0","0","2021"
"Sauk County","2012","February","201202","8.60","0","0","2021"
"Sauk County","2012","January","201201","8","0","0","2021"
"Sauk County","2011","December","201112","6.90","0","0","2021"
"Sauk County","2011","November","201111","6.70","0","0","2021"
"Sauk County","2011","October","201110","6.30","0","0","2021"
"Sauk County","2011","September","201109","6.30","0","0","2021"
"Sauk County","2011","August","201108","6.50","0","0","2021"
"Sauk County","2011","July","201107","6.70","0","0","2021"
"Sauk County","2011","June","201106","7.20","0","0","2021"
"Sauk County","2011","May","201105","7.10","0","0","2021"
"Sauk County","2011","April","201104","7.90","0","0","2021"
"Sauk County","2011","March","201103","8.90","0","0","2021"
"Sauk County","2011","February","201102","9.40","0","0","2021"
"Sauk County","2011","January","201101","9.10","0","0","2021"
"Sauk County","2010","December","201012","7.80","0","0","2021"
"Sauk County","2010","November","201011","7.50","0","0","2021"
"Sauk County","2010","October","201010","6.90","0","0","2021"
"Sauk County","2010","September","201009","6.70","0","0","2021"
"Sauk County","2010","August","201008","7","0","0","2021"
"Sauk County","2010","July","201007","7.30","0","0","2021"
"Sauk County","2010","June","201006","7.60","0","0","2021"
"Sauk County","2010","May","201005","8","0","0","2021"
"Sauk County","2010","April","201004","8.70","0","0","2021"
"Sauk County","2010","March","201003","10.30","0","0","2021"
"Sauk County","2010","February","201002","10.80","0","0","2021"
"Sauk County","2010","January","201001","10.60","0","0","2021"
"Sawyer County","2022","July","202207","4","0","1","2021"
"Sawyer County","2022","June","202206","3.80","0","0","2021"
"Sawyer County","2022","May","202205","3.60","0","0","2021"
"Sawyer County","2022","April","202204","5.70","0","0","2021"
"Sawyer County","2022","March","202203","5.10","0","0","2021"
"Sawyer County","2022","February","202202","5.30","0","0","2021"
"Sawyer County","2022","January","202201","4.80","0","0","2021"
"Sawyer County","2021","December","202112","3.60","0","0","2021"
"Sawyer County","2021","November","202111","3.40","0","0","2021"
"Sawyer County","2021","October","202110","3.20","0","0","2021"
"Sawyer County","2021","September","202109","3.40","0","0","2021"
"Sawyer County","2021","August","202108","4.30","0","0","2021"
"Sawyer County","2021","July","202107","4.70","0","0","2021"
"Sawyer County","2021","June","202106","5","0","0","2021"
"Sawyer County","2021","May","202105","5.20","0","0","2021"
"Sawyer County","2021","April","202104","7","0","0","2021"
"Sawyer County","2021","March","202103","7.10","0","0","2021"
"Sawyer County","2021","February","202102","7.40","0","0","2021"
"Sawyer County","2021","January","202101","6.90","0","0","2021"
"Sawyer County","2020","December","202012","6.90","0","0","2021"
"Sawyer County","2020","November","202011","6.20","0","0","2021"
"Sawyer County","2020","October","202010","5.10","0","0","2021"
"Sawyer County","2020","September","202009","5.90","0","0","2021"
"Sawyer County","2020","August","202008","6.70","0","0","2021"
"Sawyer County","2020","July","202007","8.30","0","0","2021"
"Sawyer County","2020","June","202006","7.90","0","0","2021"
"Sawyer County","2020","May","202005","10.10","0","0","2021"
"Sawyer County","2020","April","202004","20","0","0","2021"
"Sawyer County","2020","March","202003","6.40","0","0","2021"
"Sawyer County","2020","February","202002","6","0","0","2021"
"Sawyer County","2020","January","202001","5","0","0","2021"
"Sawyer County","2019","December","201912","4.80","0","0","2021"
"Sawyer County","2019","November","201911","4","0","0","2021"
"Sawyer County","2019","October","201910","3.40","0","0","2021"
"Sawyer County","2019","September","201909","3.30","0","0","2021"
"Sawyer County","2019","August","201908","4.20","0","0","2021"
"Sawyer County","2019","July","201907","4.30","0","0","2021"
"Sawyer County","2019","June","201906","4.10","0","0","2021"
"Sawyer County","2019","May","201905","3.70","0","0","2021"
"Sawyer County","2019","April","201904","5.70","0","0","2021"
"Sawyer County","2019","March","201903","5.90","0","0","2021"
"Sawyer County","2019","February","201902","6","0","0","2021"
"Sawyer County","2019","January","201901","5.10","0","0","2021"
"Sawyer County","2018","December","201812","4.50","0","0","2021"
"Sawyer County","2018","November","201811","3.90","0","0","2021"
"Sawyer County","2018","October","201810","3.10","0","0","2021"
"Sawyer County","2018","September","201809","3","0","0","2021"
"Sawyer County","2018","August","201808","3.60","0","0","2021"
"Sawyer County","2018","July","201807","3.50","0","0","2021"
"Sawyer County","2018","June","201806","3.90","0","0","2021"
"Sawyer County","2018","May","201805","4.10","0","0","2021"
"Sawyer County","2018","April","201804","5.90","0","0","2021"
"Sawyer County","2018","March","201803","5.70","0","0","2021"
"Sawyer County","2018","February","201802","5.70","0","0","2021"
"Sawyer County","2018","January","201801","4.70","0","0","2021"
"Sawyer County","2017","December","201712","4.50","0","0","2021"
"Sawyer County","2017","November","201711","4.10","0","0","2021"
"Sawyer County","2017","October","201710","3.30","0","0","2021"
"Sawyer County","2017","September","201709","3.50","0","0","2021"
"Sawyer County","2017","August","201708","4.10","0","0","2021"
"Sawyer County","2017","July","201707","3.80","0","0","2021"
"Sawyer County","2017","June","201706","4.40","0","0","2021"
"Sawyer County","2017","May","201705","4","0","0","2021"
"Sawyer County","2017","April","201704","5.20","0","0","2021"
"Sawyer County","2017","March","201703","6.30","0","0","2021"
"Sawyer County","2017","February","201702","6.40","0","0","2021"
"Sawyer County","2017","January","201701","6.20","0","0","2021"
"Sawyer County","2016","December","201612","5.60","0","0","2021"
"Sawyer County","2016","November","201611","4.90","0","0","2021"
"Sawyer County","2016","October","201610","4.40","0","0","2021"
"Sawyer County","2016","September","201609","4.70","0","0","2021"
"Sawyer County","2016","August","201608","5.20","0","0","2021"
"Sawyer County","2016","July","201607","5.40","0","0","2021"
"Sawyer County","2016","June","201606","5.90","0","0","2021"
"Sawyer County","2016","May","201605","5.20","0","0","2021"
"Sawyer County","2016","April","201604","7.50","0","0","2021"
"Sawyer County","2016","March","201603","8.30","0","0","2021"
"Sawyer County","2016","February","201602","8.30","0","0","2021"
"Sawyer County","2016","January","201601","8","0","0","2021"
"Sawyer County","2015","December","201512","7.40","0","0","2021"
"Sawyer County","2015","November","201511","7.10","0","0","2021"
"Sawyer County","2015","October","201510","5.90","0","0","2021"
"Sawyer County","2015","September","201509","5.80","0","0","2021"
"Sawyer County","2015","August","201508","6.30","0","0","2021"
"Sawyer County","2015","July","201507","6.50","0","0","2021"
"Sawyer County","2015","June","201506","7.10","0","0","2021"
"Sawyer County","2015","May","201505","6.90","0","0","2021"
"Sawyer County","2015","April","201504","8.40","0","0","2021"
"Sawyer County","2015","March","201503","10.20","0","0","2021"
"Sawyer County","2015","February","201502","10.90","0","0","2021"
"Sawyer County","2015","January","201501","10.50","0","0","2021"
"Sawyer County","2014","December","201412","8.90","0","0","2021"
"Sawyer County","2014","November","201411","7.90","0","0","2021"
"Sawyer County","2014","October","201410","6.40","0","0","2021"
"Sawyer County","2014","September","201409","6.50","0","0","2021"
"Sawyer County","2014","August","201408","7.20","0","0","2021"
"Sawyer County","2014","July","201407","7.40","0","0","2021"
"Sawyer County","2014","June","201406","7.90","0","0","2021"
"Sawyer County","2014","May","201405","8.50","0","0","2021"
"Sawyer County","2014","April","201404","10.50","0","0","2021"
"Sawyer County","2014","March","201403","11.60","0","0","2021"
"Sawyer County","2014","February","201402","11.90","0","0","2021"
"Sawyer County","2014","January","201401","11.40","0","0","2021"
"Sawyer County","2013","December","201312","10.70","0","0","2021"
"Sawyer County","2013","November","201311","10.30","0","0","2021"
"Sawyer County","2013","October","201310","8.80","0","0","2021"
"Sawyer County","2013","September","201309","8.40","0","0","2021"
"Sawyer County","2013","August","201308","8.60","0","0","2021"
"Sawyer County","2013","July","201307","9.30","0","0","2021"
"Sawyer County","2013","June","201306","10.10","0","0","2021"
"Sawyer County","2013","May","201305","10.20","0","0","2021"
"Sawyer County","2013","April","201304","12.90","0","0","2021"
"Sawyer County","2013","March","201303","13.90","0","0","2021"
"Sawyer County","2013","February","201302","13.80","0","0","2021"
"Sawyer County","2013","January","201301","13.80","0","0","2021"
"Sawyer County","2012","December","201212","11.70","0","0","2021"
"Sawyer County","2012","November","201211","10.40","0","0","2021"
"Sawyer County","2012","October","201210","8.80","0","0","2021"
"Sawyer County","2012","September","201209","8.50","0","0","2021"
"Sawyer County","2012","August","201208","8.90","0","0","2021"
"Sawyer County","2012","July","201207","9.40","0","0","2021"
"Sawyer County","2012","June","201206","9.70","0","0","2021"
"Sawyer County","2012","May","201205","9.80","0","0","2021"
"Sawyer County","2012","April","201204","11.10","0","0","2021"
"Sawyer County","2012","March","201203","13.10","0","0","2021"
"Sawyer County","2012","February","201202","13.40","0","0","2021"
"Sawyer County","2012","January","201201","12.80","0","0","2021"
"Sawyer County","2011","December","201112","11","0","0","2021"
"Sawyer County","2011","November","201111","10.30","0","0","2021"
"Sawyer County","2011","October","201110","8.90","0","0","2021"
"Sawyer County","2011","September","201109","8.90","0","0","2021"
"Sawyer County","2011","August","201108","9","0","0","2021"
"Sawyer County","2011","July","201107","9.60","0","0","2021"
"Sawyer County","2011","June","201106","10.10","0","0","2021"
"Sawyer County","2011","May","201105","10.30","0","0","2021"
"Sawyer County","2011","April","201104","12.30","0","0","2021"
"Sawyer County","2011","March","201103","13.20","0","0","2021"
"Sawyer County","2011","February","201102","13.50","0","0","2021"
"Sawyer County","2011","January","201101","13.20","0","0","2021"
"Sawyer County","2010","December","201012","11.40","0","0","2021"
"Sawyer County","2010","November","201011","10.60","0","0","2021"
"Sawyer County","2010","October","201010","8.70","0","0","2021"
